ID,TYPE,LONGITUD,LATITUD,EQUIPAMENT,NOM_BARRI
1582,K015,2.174.489,41.387.123,NITBUS -N28--,el Barri Gòtic
1583,K017,2.182.369,41.394.359,Estació d'Autobusos Barcelona Nord-,el Fort Pienc
1584,K014,215.298,41.361.616,BUS -13-125--,el Poble-sec
1585,K014,2.102.805,41.415.036,BUS -128--,"Vallvidrera, el Tibidabo i les Planes"
1586,K014,2.145.164,41.367.835,BUS -23-150--,el Poble-sec
1587,K015,2.208.447,41.425.097,NITBUS -N8--,la Verneda i la Pau
1588,K014,2.173.348,41.388.814,BUS -H16--,"Sant Pere, Santa Caterina i la Ribera"
1589,K014,2.183.892,41.463.224,BUS -97-183-197--,Vallbona
1590,K015,2.133.744,41.394.879,NITBUS -N7--,les Tres Torres
1591,K015,213.344,41.394.813,NITBUS -N0-N7--,les Tres Torres
1592,K014,2.202.167,41.398.771,BUS -6--,el Poblenou
1593,K015,2.174.017,41.411.535,NITBUS -N0--,el Guinardó
1594,K014,2.192.879,41.434.266,BUS -11-H8-H4--,Sant Andreu
1595,K015,2.194.851,4.143.096,NITBUS -N9--,Sant Andreu
1596,K014,2.142.029,41.415.723,BUS -129--,Vallcarca i els Penitents
1597,K014,2.163.748,41.444.754,BUS -182--,Canyelles
1598,K015,2.141.114,41.379.818,NITBUS -N0--,Sants
1599,K014,2.138.679,41.379.503,BUS -CJ--,Sants
1600,K014,2.178.617,41.461.648,BUS -183--,Ciutat Meridiana
1601,K014,2.145.287,41.415.326,BUS -129--,Vallcarca i els Penitents
1602,K014,2.138.941,41.411.079,BUS -131--,el Putxet i el Farró
1603,K014,2.141.345,4.140.988,BUS -131--,el Putxet i el Farró
1604,K014,2.158.256,41.401.583,BUS -114--,la Vila de Gràcia
1605,K014,2.157.273,414.047,BUS -114--,la Vila de Gràcia
1606,K014,2.151.785,41.402.378,BUS -114--,la Vila de Gràcia
1607,K014,2.128.787,41.428.011,BUS -112--,Sant Genís dels Agudells
1608,K014,2.176.455,414.499,BUS -127--,les Roquetes
1609,K014,2.175.787,41.448.202,BUS -127--,les Roquetes
1610,K014,2.158.025,4.135.536,BUS -107--,el Poble-sec
1611,K014,219.094,41.396.005,BUS -6-H14--,el Parc i la Llacuna del Poblenou
1612,K015,2.126.266,41.393.884,NITBUS -N7--,Sarrià
1613,K015,2.209.563,41.402.655,NITBUS -N28--,el Poblenou
1614,K014,2.180.922,4.143.253,BUS -11--,Porta
1615,K014,2.180.717,41.429.088,BUS -11--,Vilapicina i la Torre Llobeta
1616,K014,2.133.004,41.368.279,BUS -115--,la Bordeta
1617,K015,2.145.753,41.431.342,NITBUS -N4--,la Vall d'Hebron
1618,K014,2.187.097,41.416.326,BUS -62-H8--,Navas
1619,K014,2.111.206,41.385.705,BUS -JM-H4-E44--,Pedralbes
1620,K014,2.142.281,41.415.515,BUS -27-123-124--,Vallcarca i els Penitents
1621,K014,2.174.293,41.447.386,BUS -11-127-V29--,les Roquetes
1622,K014,2.170.268,41.432.859,BUS -122--,el Turó de la Peira
1623,K014,2.165.712,41.435.879,BUS -122--,Can Peguera
1624,K014,2.126.241,41.406.801,BUS -123--,Sant Gervasi - la Bonanova
1625,K015,2.193.693,41.388.476,NITBUS -N15--,la Vila Olímpica del Poblenou
1626,K014,2.114.862,41.401.613,BUS -130-H2--,Sarrià
1627,K014,2.161.711,41.384.408,BUS -59-L95-H12-E95-52--,Sant Antoni
1628,K015,2.153.499,41.392.208,NITBUS -N3--,l'Antiga Esquerra de l'Eixample
1629,K014,2.133.935,41.418.278,BUS -124--,Vallcarca i els Penitents
1630,K014,2.179.235,41.435.167,BUS -132--,Porta
1631,K014,2.192.001,41.401.354,BUS -192-V23--,el Parc i la Llacuna del Poblenou
1632,K014,216.058,41.365.871,BUS -150--,el Poble-sec
1633,K014,2.190.886,41.442.783,BUS -62-96-126-127-M19--,Sant Andreu
1634,K014,2.178.519,41.461.602,BUS -62-76-104-D50-183--,Ciutat Meridiana
1635,K014,2.176.707,41.460.311,BUS -D50-183--,Ciutat Meridiana
1636,K015,2.185.637,41.409.376,NITBUS -N9--,el Camp de l'Arpa del Clot
1637,K015,2.133.149,41.404.021,NITBUS -N8--,Sant Gervasi - la Bonanova
1638,K014,2.186.177,41.394.308,BUS -B25-B20--,el Fort Pienc
1639,K015,2.186.177,41.394.308,NITBUS -N11-N15--,el Fort Pienc
1640,K014,2.188.388,4.137.768,BUS -V15-V19--,la Barceloneta
1641,K015,2.213.059,41.409.179,NITBUS -N6--,Diagonal Mar i el Front Marítim del Poblenou
1642,K014,2.169.623,41.442.995,BUS -27-47-60-122-V27--,Canyelles
1643,K015,2.118.566,41.398.419,NITBUS -N7--,Sarrià
1644,K014,2.180.733,4.146.096,BUS -76-D50-199-180-183-197--,Torre Baró
1645,K014,2.183.975,41.458.398,BUS -76-D50--,Torre Baró
1646,K015,2.208.733,41.407.781,NITBUS -N6--,Diagonal Mar i el Front Marítim del Poblenou
1647,K014,2.096.171,41.429.427,BUS -128--,"Vallvidrera, el Tibidabo i les Planes"
1648,K014,2.096.684,41.431.659,BUS -128--,"Vallvidrera, el Tibidabo i les Planes"
1649,K014,2.096.526,41.427.831,BUS -128--,"Vallvidrera, el Tibidabo i les Planes"
1650,K015,2.182.963,41.400.616,NITBUS -N2-N7--,el Fort Pienc
1651,K014,2.135.477,41.427.043,BUS -112--,Sant Genís dels Agudells
1652,K014,2.147.623,41.392.084,BUS -59-63-67-68-141-V11--,l'Antiga Esquerra de l'Eixample
1653,K014,2.189.181,41.430.233,BUS -11-34-126-H6-133--,Sant Andreu
1654,K014,221.671,41.412.212,BUS -B20-V31-136--,el Besòs i el Maresme
1655,K015,221.671,41.412.212,NITBUS -N6--,el Besòs i el Maresme
1656,K014,214.002,4.137.116,BUS -91--,la Bordeta
1657,K014,2.154.343,41.404.968,BUS -39--,la Vila de Gràcia
1658,K014,2.213.146,41.404.822,BUS -H16--,Diagonal Mar i el Front Marítim del Poblenou
1659,K014,2.139.049,41.421.858,BUS -119--,Sant Genís dels Agudells
1660,K014,2.151.515,41.411.497,BUS -116--,la Salut
1661,K014,217.615,41.424.549,BUS -H6-D40--,el Guinardó
1662,K015,217.615,41.424.549,NITBUS -N6--,el Guinardó
1663,K015,2.174.145,41.421.713,NITBUS -N6--,el Guinardó
1664,K014,2.156.376,41.410.607,BUS -24-H6-D40--,la Salut
1665,K014,2.175.186,414.466,BUS -127--,les Roquetes
1666,K014,2.1224,41.333.457,BUS -21--,la Marina del Prat Vermell
1667,K014,212.026,41.400.964,BUS -130--,Sarrià
1668,K014,217.719,41.418.144,BUS -117--,el Guinardó
1669,K014,210.739,41.395.579,BUS -113--,Pedralbes
1670,K014,2.125.825,41.387.865,BUS -L97-H6-M12-E97-E98-E79-E43-E30--,la Maternitat i Sant Ramon
1671,K015,2.149.647,41.375.722,NITBUS -N1-N13-N14-N15-N16-N17-N2-N18-N28--,la Nova Esquerra de l'Eixample
1672,K014,2.118.853,41.421.543,BUS -111--,"Vallvidrera, el Tibidabo i les Planes"
1673,K014,2.173.232,4.141.495,BUS -192--,el Guinardó
1674,K014,2.172.312,41.412.832,BUS -192-V23-191--,el Guinardó
1675,K014,2.219.717,41.415.043,BUS -B20-V33--,el Besòs i el Maresme
1676,K014,2.137.646,41.417.642,BUS -124--,Vallcarca i els Penitents
1677,K014,2.150.213,41.375.526,BUS -L95-H12-E95-52--,Sant Antoni
1678,K014,2.095.239,41.415.983,BUS -118--,"Vallvidrera, el Tibidabo i les Planes"
1679,K014,2.096.533,41.417.946,BUS -118--,"Vallvidrera, el Tibidabo i les Planes"
1680,K014,2.095.849,41.426.155,BUS -128--,"Vallvidrera, el Tibidabo i les Planes"
1681,K014,209.493,41.424.616,BUS -128--,"Vallvidrera, el Tibidabo i les Planes"
1682,K015,2.124.858,41.393.058,NITBUS -N7--,Sarrià
1683,K014,214.073,4.142.519,BUS -19-76-112-135--,Sant Genís dels Agudells
1684,K014,2.181.788,41.448.426,BUS -H2-D50-180-197--,la Trinitat Nova
1685,K014,2.106.687,41.387.515,BUS -63-68-78-H4-H2-175--,Pedralbes
1686,K015,2.171.721,41.418.019,NITBUS -N6--,el Guinardó
1687,K015,2.144.062,41.388.504,NITBUS -N3--,la Nova Esquerra de l'Eixample
1688,K014,2.190.018,41.429.358,BUS -126-H8-V31--,Sant Andreu
1689,K014,2.155.381,41.423.601,BUS -119--,el Carmel
1690,K014,2.189.421,41.451.168,BUS -127--,la Trinitat Vella
1691,K014,216.875,41.381.425,BUS -120--,el Raval
1692,K014,2.167.916,41.382.688,BUS -120--,el Raval
1693,K014,2.156.907,41.373.044,BUS -55-121--,el Poble-sec
1694,K014,2.088.625,41.427.148,BUS -118--,"Vallvidrera, el Tibidabo i les Planes"
1695,K014,2.092.856,41.415.698,BUS -118--,"Vallvidrera, el Tibidabo i les Planes"
1696,K014,2.096.372,41.417.086,BUS -118--,"Vallvidrera, el Tibidabo i les Planes"
1697,K014,2.091.508,41.427.222,BUS -118--,"Vallvidrera, el Tibidabo i les Planes"
1698,K015,2.183.276,41.448.192,NITBUS -N1--,la Trinitat Nova
1699,K014,2.140.563,41.362.592,BUS -13--,la Marina de Port
1700,K014,2.176.302,41.448.481,BUS -V29--,les Roquetes
1701,K014,2.164.514,41.436.849,BUS -122-V27-H2--,la Guineueta
1702,K015,2.190.784,41.444.215,NITBUS -N9--,Sant Andreu
1703,K014,2.187.972,41.369.179,BUS -V15--,la Barceloneta
1704,K014,2.119.029,414.204,BUS -111--,"Vallvidrera, el Tibidabo i les Planes"
1705,K014,2.179.011,41.458.304,BUS -199-183--,Torre Baró
1706,K015,218.126,41.460.535,NITBUS -N3--,Torre Baró
1707,K014,2.185.866,41.455.955,BUS -180--,Torre Baró
1708,K014,2.181.866,41.454.479,BUS -180--,Torre Baró
1709,K014,2.177.634,41.419.352,BUS -117--,el Guinardó
1710,K014,2.169.507,4.142.552,BUS -117--,la Font d'en Fargues
1711,K014,2.152.639,4.142.329,BUS -119--,el Carmel
1712,K014,2.178.587,41.416.243,BUS -117--,el Guinardó
1713,K014,2.118.483,41.398.517,BUS -68-H4--,Sarrià
1714,K014,2.157.097,41.358.752,BUS -107--,el Poble-sec
1715,K015,2.167.546,4.138.995,NITBUS -N4-N6--,la Dreta de l'Eixample
1716,K014,2.201.158,41.409.794,BUS -V27--,Provençals del Poblenou
1717,K014,2.139.266,41.401.026,BUS -V13--,Sant Gervasi - Galvany
1718,K014,2.158.076,41.432.949,BUS -185--,Horta
1719,K015,2.209.171,41.420.328,NITBUS -N2--,la Verneda i la Pau
1720,K014,2.154.395,41.413.033,BUS -116--,la Salut
1721,K014,2.157.484,41.366.552,BUS -55--,el Poble-sec
1722,K014,2.160.641,41.372.661,BUS -55-121--,el Poble-sec
1723,K014,2.187.459,41.380.026,BUS -47-59-D20-V15-V19--,la Barceloneta
1724,K015,2.187.459,41.380.026,NITBUS -N12-N28--,la Barceloneta
1725,K015,2.130.147,41.404.874,NITBUS -N8--,Sant Gervasi - la Bonanova
1726,K014,2.130.511,41.404.939,BUS -70-H4-V11--,Sant Gervasi - la Bonanova
1727,K015,2.203.456,41.401.922,NITBUS -N6--,el Poblenou
1728,K015,2.165.652,4.139.722,NITBUS -N6--,la Dreta de l'Eixample
1729,K015,2.147.765,41.417.862,NITBUS -N5--,el Coll
1730,K014,212.513,41.376.455,BUS -D20-52--,Sants - Badal
1731,K014,2.128.755,41.379.819,BUS -V3--,la Maternitat i Sant Ramon
1732,K014,220.056,41.437.797,BUS -11--,el Bon Pastor
1733,K014,2.155.046,41.419.928,BUS -22-V19--,el Carmel
1734,K015,2.155.046,41.419.928,NITBUS -N4-N5--,el Carmel
1735,K014,2.140.946,41.418.112,BUS -27--,Vallcarca i els Penitents
1736,K015,2.203.762,41.415.837,NITBUS -N2--,Provençals del Poblenou
1737,K014,2.183.275,41.431.709,BUS -104--,Sant Andreu
1738,K015,2.177.441,41.429.344,NITBUS -N1-N6--,Vilapicina i la Torre Llobeta
1739,K014,2.142.424,41.359.813,BUS -125--,la Marina de Port
1740,K014,2.177.769,41.432.145,BUS -11-132--,Porta
1741,K014,2.170.645,41.375.062,BUS -21-D20-H14-88-V11-89--,el Raval
1742,K014,2.181.643,41.459.743,BUS -76--,Torre Baró
1743,K015,2.145.426,41.432.097,NITBUS -N4--,Montbau
1744,K014,2.196.748,41.422.821,BUS -B24-V31--,la Verneda i la Pau
1745,K014,2.138.326,4.136.581,BUS -V5--,la Marina de Port
1746,K014,2.143.363,41.358.337,BUS -V5--,la Marina de Port
1747,K015,2.140.171,41.335.617,NITBUS -N1--,la Marina del Prat Vermell
1748,K014,2.138.634,41.382.957,BUS -54--,Sants
1749,K014,2.159.298,41.437.928,BUS -185--,Horta
1750,K014,2.150.572,41.373.201,BUS -46--,el Poble-sec
1751,K014,2.139.046,41.367.655,BUS -91--,la Bordeta
1752,K014,2.201.418,41.446.183,BUS -133--,Baró de Viver
1753,K014,213.408,4.132.478,BUS -88--,la Marina del Prat Vermell
1754,K014,217.354,41.411.897,BUS -101--,el Guinardó
1755,K014,2.148.713,4.143.336,BUS -135--,la Vall d'Hebron
1756,K014,2.140.376,41.429.702,BUS -135--,Montbau
1757,K014,2.124.566,4.137.996,BUS -H8--,la Maternitat i Sant Ramon
1758,K014,2.181.467,41.419.325,BUS -V25--,Navas
1759,K014,214.279,41.345.525,BUS -V3--,la Marina del Prat Vermell
1760,K014,211.403,41.400.942,BUS -V3--,Sarrià
1761,K014,2.137.452,4.138.048,BUS -V5--,Sants
1762,K014,2.156.083,41.434.146,BUS -185--,Horta
1763,K015,2.157.174,41.429.737,NITBUS -N4--,Horta
1764,K014,2.153.562,4.143.515,BUS -102-V25--,Horta
1765,K014,2.173.876,41.411.641,BUS -BCTE--,el Guinardó
1766,K014,2.137.336,41.410.047,BUS -BCTE--,el Putxet i el Farró
1767,K014,2.178.992,41.372.789,BUS -BCTO--,el Raval
1768,K014,2.150.212,41.393.489,BUS -BCTO--,l'Antiga Esquerra de l'Eixample
1769,K014,2.216.196,41.411.515,BUS -B23--,el Besòs i el Maresme
1770,K014,2.198.549,41.391.297,BUS -V23--,la Vila Olímpica del Poblenou
1771,K014,2.201.239,41.394.342,BUS -V23--,el Poblenou
1772,K014,2.158.045,41.425.439,BUS -19-H2--,el Carmel
1773,K014,2.135.255,41.415.598,BUS -V19--,Sant Gervasi - la Bonanova
1774,K014,213.558,41.375.578,BUS -H10--,Sants
1775,K014,2.128.162,41.389.626,BUS -L97--,les Corts
1776,K014,2.128.251,41.389.841,BUS -E97-E98--,les Corts
1777,K014,2.137.088,41.390.076,BUS -E79--,les Corts
1778,K014,2.219.902,41.412.144,BUS -B23--,el Besòs i el Maresme
1779,K014,2.186.787,41.394.168,BUS -H16-H14--,el Parc i la Llacuna del Poblenou
1780,K015,2.186.327,41.395.402,NITBUS -N0--,el Fort Pienc
1781,K014,2.186.206,41.395.234,BUS -6--,el Fort Pienc
1782,K015,2.186.206,41.395.234,NITBUS -N0--,el Fort Pienc
1783,K015,2.135.322,41.382.008,NITBUS -N3--,les Corts
1784,K014,2.180.542,41.436.851,BUS -11-132--,Porta
1785,K014,2.150.932,41.384.465,BUS -V9--,la Nova Esquerra de l'Eixample
1786,K014,2.127.785,4.134.146,BUS -23--,la Marina del Prat Vermell
1787,K014,2.158.558,41.414.497,BUS -116--,la Salut
1788,K014,2.149.854,41.388.859,BUS -V11-X1--,l'Antiga Esquerra de l'Eixample
1789,K014,2.149.108,41.406.246,BUS -H6--,el Putxet i el Farró
1790,K014,2.158.059,4.137.909,BUS -V9--,Sant Antoni
1791,K014,214.136,41.379.597,BUS -109--,Sants
1792,K014,2.189.866,4.139.371,BUS -6-B25-B20-136--,el Parc i la Llacuna del Poblenou
1793,K014,2.191.144,4.139.287,BUS -B25-B20-136--,la Vila Olímpica del Poblenou
1794,K014,2.147.795,4.138.187,BUS -V9--,la Nova Esquerra de l'Eixample
1795,K014,2.144.585,4.138.429,BUS -V9--,la Nova Esquerra de l'Eixample
1796,K014,2.126.713,4.140.324,BUS -V9--,Sant Gervasi - la Bonanova
1797,K014,2.161.689,41.377.585,BUS -55-H16--,Sant Antoni
1798,K014,2.2126,41.418.077,BUS -V33--,el Besòs i el Maresme
1799,K014,2.160.337,41.413.107,BUS -101--,la Salut
1800,K014,217.601,41.459.606,BUS -76-104-199-183-197--,Ciutat Meridiana
1801,K014,220.252,41.398.505,BUS -V25--,el Poblenou
1802,K014,2.126.632,41.387.872,BUS -M14--,la Maternitat i Sant Ramon
1803,K014,2.144.972,41.340.299,BUS -88-89--,la Marina del Prat Vermell
1804,K014,2.142.282,41.336.012,BUS -88-89--,la Marina del Prat Vermell
1805,K014,214.092,41.333.713,BUS -88-89--,la Marina del Prat Vermell
1806,K014,2.141.803,41.334.884,BUS -88-89--,la Marina del Prat Vermell
1807,K014,2.145.851,41.340.737,BUS -88-89--,la Marina del Prat Vermell
1808,K014,2.215.383,41.409.319,BUS -V29--,Diagonal Mar i el Front Marítim del Poblenou
1809,K014,2.176.133,41.418.449,BUS -117-H6--,el Guinardó
1810,K014,2.209.973,41.413.836,BUS -B25-H14--,el Besòs i el Maresme
1811,K014,2.201.346,41.409.031,BUS -H14--,Provençals del Poblenou
1812,K015,2.144.969,41.342.278,NITBUS -N1--,la Marina del Prat Vermell
1813,K014,2.146.804,41.413.501,BUS -87--,Vallcarca i els Penitents
1814,K015,215.262,41.422.432,NITBUS -N4--,el Carmel
1815,K014,2.149.058,41.418.152,BUS -87--,el Coll
1816,K014,2.206.653,41.433.222,BUS -B21-B24--,el Bon Pastor
1817,K014,2.151.298,41.421.697,BUS -87--,el Carmel
1818,K014,2.107.693,41.381.578,BUS -M14--,la Maternitat i Sant Ramon
1819,K014,2.138.464,4.136.526,BUS -L16--,la Marina de Port
1820,K014,2.136.443,41.322.382,BUS -88-89--,la Marina del Prat Vermell
1821,K014,2.144.926,41.401.396,BUS -198--,Sant Gervasi - Galvany
1822,K014,2.138.391,4.139.927,BUS -V11--,Sant Gervasi - Galvany
1823,K015,2.169.082,4.138.896,NITBUS -N2-N3-N4-N5-N6-N7--,la Dreta de l'Eixample
1824,K014,214.146,41.422.664,BUS -V17--,la Teixonera
1825,K014,2.165.639,41.397.878,BUS -6-33-34--,la Dreta de l'Eixample
1826,K014,2.174.025,41.387.465,BUS -47-V17-V15--,el Barri Gòtic
1827,K014,2.154.345,4.139.228,BUS -V13--,l'Antiga Esquerra de l'Eixample
1828,K015,218.335,41.397.683,NITBUS -N0--,el Fort Pienc
1829,K014,2.131.055,41.375.586,BUS -D20-52--,Sants
1830,K015,2.204.503,41.439.259,NITBUS -N8--,el Bon Pastor
1831,K014,2.194.624,41.385.703,BUS -D20--,la Barceloneta
1832,K014,2.188.873,41.449.925,BUS -96-97-104--,la Trinitat Vella
1833,K015,2.189.816,4.144.516,NITBUS -N3--,Sant Andreu
1834,K014,2.189.948,41.447.147,BUS -60-127--,la Trinitat Vella
1835,K015,2.174.097,41.461.241,NITBUS -N3--,Ciutat Meridiana
1836,K014,2.120.466,41.402.039,BUS -130-V7--,Sarrià
1837,K014,2.122.899,41.375.637,BUS -D20-52--,Sants - Badal
1838,K015,2.122.899,41.375.637,NITBUS -N14-N2-N28--,Sants - Badal
1839,K014,2.128.823,41.375.632,BUS -D20-52--,Sants - Badal
1840,K015,2.128.823,41.375.632,NITBUS -N14-N2-N28--,Sants - Badal
1841,K015,2.199.024,41.390.387,NITBUS -N6-N28--,la Vila Olímpica del Poblenou
1842,K014,2.175.988,4.139.028,BUS -19-47-V17-H16-V15-D50--,la Dreta de l'Eixample
1843,K015,2.171.701,41.391.901,NITBUS -N1-N11-N2-N3-N7--,la Dreta de l'Eixample
1844,K015,2.155.634,41.386.862,NITBUS -N7--,l'Antiga Esquerra de l'Eixample
1845,K014,2.161.025,41.384.281,BUS -59-H12-52--,l'Antiga Esquerra de l'Eixample
1846,K014,2.15,41.391.132,BUS -54-67-68--,l'Antiga Esquerra de l'Eixample
1847,K015,2.156.577,41.385.322,NITBUS -N12--,l'Antiga Esquerra de l'Eixample
1848,K015,2.165.456,41.391.646,NITBUS -N4-N6--,la Dreta de l'Eixample
1849,K014,2.136.586,41.365.857,BUS -46-65-79-109-L70-L72-L80-L86-L94-L95-H12-H16--,la Bordeta
1850,K014,2.159.057,41.409.835,BUS -39-116--,el Camp d'en Grassot i Gràcia Nova
1851,K014,2.189.185,41.453.469,BUS -62-76-96-97-104--,la Trinitat Vella
1852,K015,2.189.185,41.453.469,NITBUS -N3--,la Trinitat Vella
1853,K014,2.114.376,4.138.147,BUS -113-V1--,la Maternitat i Sant Ramon
1854,K014,2.208.548,41.424.723,BUS -B24-H10--,la Verneda i la Pau
1855,K014,214.531,41.343.956,BUS -21-23-109-V3--,la Marina del Prat Vermell
1856,K015,214.531,41.343.956,NITBUS -N1--,la Marina del Prat Vermell
1857,K014,2.136.294,4.141.023,BUS -101--,Sant Gervasi - la Bonanova
1858,K014,2.141.659,41.421.496,BUS -19-119-H2--,Vallcarca i els Penitents
1859,K014,2.175.927,41.461.577,BUS -62-76-104-183--,Ciutat Meridiana
1860,K015,217.942,41.461.211,NITBUS -N3--,Ciutat Meridiana
1861,K014,2.151.256,41.401.557,BUS -27-D40--,la Vila de Gràcia
1862,K014,2.178.744,41.391.305,BUS -19-47-B25-B20-V17-H16-V15--,la Dreta de l'Eixample
1863,K014,2.169.135,41.397.019,BUS -B24-H10--,la Dreta de l'Eixample
1864,K014,2.203.725,41.436.153,BUS -11-60-H8-H4-133--,el Bon Pastor
1865,K014,2.157.341,41.418.332,BUS -24-119-86-V19--,el Carmel
1866,K015,2.141.853,41.396.042,NITBUS -N7--,Sant Gervasi - Galvany
1867,K015,2.199.848,41.441.702,NITBUS -N8--,el Bon Pastor
1868,K015,2.158.948,41.382.725,NITBUS -N1-N12-N13-N14-N15-N16-N17-N2-N18-N28--,l'Antiga Esquerra de l'Eixample
1869,K014,2.155.493,41.384.605,BUS -V11--,l'Antiga Esquerra de l'Eixample
1870,K015,2.155.493,41.384.605,NITBUS -N12--,l'Antiga Esquerra de l'Eixample
1871,K014,2.172.417,41.397.417,BUS -6-19-V19-D50--,la Dreta de l'Eixample
1872,K014,2.135.612,41.415.756,BUS -H2--,Sant Gervasi - la Bonanova
1873,K014,219.901,41.393.135,BUS -59-H16-V27--,la Vila Olímpica del Poblenou
1874,K014,2.158.758,41.391.052,BUS -H10--,l'Antiga Esquerra de l'Eixample
1875,K014,2.163.336,41.385.938,BUS -H12-52--,l'Antiga Esquerra de l'Eixample
1876,K014,220.733,41.434.786,BUS -V33--,el Bon Pastor
1877,K015,217.208,4.144.394,NITBUS -N6--,les Roquetes
1878,K014,2.143.999,41.411.396,BUS -22-87-V17--,el Putxet i el Farró
1879,K014,2.147.491,41.432.706,BUS -V21--,la Vall d'Hebron
1880,K015,2.163.877,41.404.041,NITBUS -N6--,el Camp d'en Grassot i Gràcia Nova
1881,K014,2.165.244,41.444.355,BUS -27-47-V27--,Canyelles
1882,K014,2.182.957,4.139.774,BUS -6-54-V21--,el Fort Pienc
1883,K014,2.178.813,41.392.584,BUS -19-54-V19--,el Fort Pienc
1884,K015,2.178.813,41.392.584,NITBUS -N4--,el Fort Pienc
1885,K015,2.136.348,41.390.741,NITBUS -N12--,les Corts
1886,K014,2.132.896,41.428.394,BUS -112--,Sant Genís dels Agudells
1887,K014,2.196.484,41.385.841,BUS -47--,la Barceloneta
1888,K014,2.193.155,41.380.544,BUS -47-59-D20--,la Barceloneta
1889,K014,2.194.634,413.832,BUS -47-59-D20--,la Barceloneta
1890,K015,2.169.947,41.409.532,NITBUS -N0--,el Baix Guinardó
1891,K015,2.154.524,41.426.122,NITBUS -N4--,el Carmel
1892,K015,2.199.767,41.448.598,NITBUS -N9--,la Trinitat Vella
1893,K014,2.154.939,41.395.477,BUS -6-7-33-34-H8--,Sant Gervasi - Galvany
1894,K014,2.210.232,41.407.055,BUS -B20-V31-136--,Diagonal Mar i el Front Marítim del Poblenou
1895,K015,2.190.941,41.426.348,NITBUS -N9--,la Sagrera
1896,K015,2.175.645,41.378.758,NITBUS -N9--,el Barri Gòtic
1897,K015,2.176.924,41.396.222,NITBUS -N2-N3-N7--,la Dreta de l'Eixample
1898,K015,2.182.826,41.391.889,NITBUS -N11-N15--,el Fort Pienc
1899,K015,2.177.111,41.424.273,NITBUS -N1-N4--,el Guinardó
1900,K014,2.125.081,41.380.486,BUS -M12-175--,la Maternitat i Sant Ramon
1901,K014,2.143.002,41.386.441,BUS -27-59-H8-D40--,la Nova Esquerra de l'Eixample
1902,K015,2.153.745,41.378.416,NITBUS -N1-N13-N14-N15-N16-N17-N2-N18-N28--,Sant Antoni
1903,K014,2.127.749,41.403.397,BUS -H4--,les Tres Torres
1904,K014,2.203.395,41.415.999,BUS -H12--,Sant Martí de Provençals
1905,K014,2.159.227,41.383.322,BUS -59-141-V11--,l'Antiga Esquerra de l'Eixample
1906,K015,2.164.762,41.387.644,NITBUS -N5-N7-N9--,l'Antiga Esquerra de l'Eixample
1907,K015,2.131.327,41.393.305,NITBUS -N0-N7--,les Tres Torres
1908,K015,2.123.011,41.386.963,NITBUS -N12--,la Maternitat i Sant Ramon
1909,K014,2.169.917,41.416.082,BUS -39-D40-V23--,el Guinardó
1910,K014,2.169.541,41.423.208,BUS -117-V23--,la Font d'en Fargues
1911,K014,2.165.785,41.439.228,BUS -47-76-122-V27-H4-M19-182--,la Guineueta
1912,K015,2.171.968,41.418.611,NITBUS -N6--,el Guinardó
1913,K014,213.663,41.375.469,BUS -D20-52--,Sants
1914,K015,213.663,41.375.469,NITBUS -N14-N2-N28--,Sants
1915,K015,2.139.338,41.375.416,NITBUS -N14-N2-N28--,Sants
1916,K015,2.114.665,4.137.595,NITBUS -N14-N3--,la Maternitat i Sant Ramon
1917,K014,2.137.181,41.365.815,BUS -46-65-79-109-L70-L72-L80-L86-L94-L95-H12-H16--,la Marina de Port
1918,K014,220.095,41.424.912,BUS -33-B24-V31-136--,la Verneda i la Pau
1919,K014,219.205,41.411.367,BUS -192--,el Clot
1920,K014,2.199.569,41.448.343,BUS -11-60-133-M28-M19--,Baró de Viver
1921,K014,2.161.825,41.393.367,BUS -H10--,la Dreta de l'Eixample
1922,K014,2.168.857,41.387.606,BUS -24--,la Dreta de l'Eixample
1923,K014,2.182.648,41.423.591,BUS -V27-191--,el Congrés i els Indians
1924,K015,2.137.289,41.409.267,NITBUS -N5--,Sant Gervasi - la Bonanova
1925,K014,2.137.021,41.391.623,BUS -6-34--,Sant Gervasi - Galvany
1926,K015,212.838,41.331.112,NITBUS -N1--,la Marina del Prat Vermell
1927,K014,2.119.064,41.334.376,BUS -21-109--,la Marina del Prat Vermell
1928,K014,2.198.819,41.396.203,BUS -V23--,el Poblenou
1929,K014,2.155.199,4.137.423,BUS -55--,el Poble-sec
1930,K014,2.185.425,4.138.487,BUS -47-V17-H14-V15-V19--,"Sant Pere, Santa Caterina i la Ribera"
1931,K014,216.529,41.386.293,BUS -55-59-67-H16-V13-D50--,la Dreta de l'Eixample
1932,K014,2.182.113,41.388.394,BUS -120--,"Sant Pere, Santa Caterina i la Ribera"
1933,K015,216.268,41.38,NITBUS -N6--,Sant Antoni
1934,K015,2.136.218,41.329.195,NITBUS -N1--,la Marina del Prat Vermell
1935,K014,2.144.654,41.368.105,BUS -13--,el Poble-sec
1936,K014,2.136.089,41.381.916,BUS -54--,Sants
1937,K014,2.144.099,41.405.316,BUS -H6--,el Putxet i el Farró
1938,K014,2.146.179,41.405.856,BUS -H6--,el Putxet i el Farró
1939,K014,2.117.185,41.403.496,BUS -130--,Sarrià
