"TYPE","LONGITUD","LATITUD","EQUIPAMENT","NOM_BARRI"
"K015","2.180405","41.379129","NITBUS -N0-N6--","el Barri Gòtic"
"K015","2.178468","41.376731","NITBUS -N0-N6--","el Barri Gòtic"
"K014","2.145365","41.351726","BUS -23-109-V3--","la Marina del Prat Vermell"
"K014","2.150084","41.384528","BUS -109-H10--","la Nova Esquerra de l'Eixample"
"K015","2.163746","41.375127","NITBUS -N0--","Sant Antoni"
"K015","2.1785","41.412638","NITBUS -N1-N4--","el Camp de l'Arpa del Clot"
"K015","2.152597","41.39047","NITBUS -N7--","l'Antiga Esquerra de l'Eixample"
"K014","2.173461","41.448287","BUS -127--","les Roquetes"
"K014","2.151526","41.421666","BUS -119--","el Carmel"
"K014","2.122547","41.387827","BUS -113--","Pedralbes"
"K014","2.10394","41.414023","BUS -128--","Vallvidrera, el Tibidabo i les Planes"
"K014","2.102656","41.415248","BUS -128--","Vallvidrera, el Tibidabo i les Planes"
"K014","2.208447","41.425097","BUS -B24-H10--","la Verneda i la Pau"
"K014","2.133485","41.398783","BUS -70-H6--","les Tres Torres"
"K015","2.133485","41.398783","NITBUS -N0-N7--","les Tres Torres"
"K014","2.13344","41.394813","BUS -70-H6--","les Tres Torres"
"K015","2.150213","41.375526","NITBUS -N1-N13-N14-N15-N16-N17-N2-N18-N28--","Sant Antoni"
"K014","2.147993","41.36112","BUS -13--","la Marina de Port"
"K014","2.166359","41.39116","BUS -100-101--","la Dreta de l'Eixample"
"K014","2.164284","41.415649","BUS -114--","Can Baró"
"K014","2.163343","41.388716","BUS -101--","l'Antiga Esquerra de l'Eixample"
"K014","2.192727","41.433371","BUS -11-V31--","Sant Andreu"
"K015","2.192727","41.433371","NITBUS -N9--","Sant Andreu"
"K014","2.16453","41.400528","BUS -H8--","la Vila de Gràcia"
"K014","2.167856","41.449346","BUS -182--","les Roquetes"
"K014","2.145281","41.378498","BUS -109-L94-CJ-V7-D40--","Hostafrancs"
"K014","2.138494","41.379058","BUS -100--","Sants"
"K014","2.181321","41.39122","BUS -47-V17-H16-V15-V19--","Sant Pere, Santa Caterina i la Ribera"
"K014","2.142667","41.380002","BUS -78--","Hostafrancs"
"K014","2.113311","41.400637","BUS -130--","Sarrià"
"K014","2.141076","41.411477","BUS -131--","el Putxet i el Farró"
"K014","2.144003","41.410084","BUS -131--","el Putxet i el Farró"
"K014","2.115709","41.385108","BUS -7-67-M14-175--","la Maternitat i Sant Ramon"
"K014","2.153244","41.355731","BUS -107--","el Poble-sec"
"K015","2.196336","41.390454","NITBUS -N8--","la Vila Olímpica del Poblenou"
"K014","2.146564","41.40766","BUS -131--","el Putxet i el Farró"
"K015","2.187097","41.416326","NITBUS -N3--","Navas"
"K015","2.134343","41.375399","NITBUS -N14-N2-N28--","Sants"
"K014","2.115219","41.392934","BUS -63-78-V5--","Pedralbes"
"K015","2.200909","41.4137","NITBUS -N2--","Provençals del Poblenou"
"K014","2.174825","41.374544","BUS -21-D20-H14-88-V11-89--","el Poble-sec"
"K015","2.174293","41.447386","NITBUS -N6--","les Roquetes"
"K014","2.117192","41.378421","BUS -54--","la Maternitat i Sant Ramon"
"K014","2.172684","41.427715","BUS -122--","Vilapicina i la Torre Llobeta"
"K014","2.12341","41.37938","BUS -H8--","la Maternitat i Sant Ramon"
"K014","2.171784","41.40751","BUS -47-H8--","la Sagrada Família"
"K014","2.119253","41.380865","BUS -113-M12--","la Maternitat i Sant Ramon"
"K015","2.141093","41.404708","NITBUS -N0--","el Putxet i el Farró"
"K014","2.175903","41.435064","BUS -132--","Porta"
"K015","2.180442","41.461315","NITBUS -N3--","Ciutat Meridiana"
"K014","2.185637","41.409376","BUS -33-34-B24-H10--","el Camp de l'Arpa del Clot"
"K014","2.151329","41.383607","BUS -109-H10--","la Nova Esquerra de l'Eixample"
"K015","2.156619","41.424673","NITBUS -N4--","el Carmel"
"K014","2.135837","41.410066","BUS -123-H4-V13--","Sant Gervasi - la Bonanova"
"K015","2.131173","41.393052","NITBUS -N7--","les Tres Torres"
"K014","2.160163","41.42976","BUS -185-86-V25--","Horta"
"K014","2.155293","41.440696","BUS -185--","Horta"
"K014","2.134466","41.363693","BUS -46-65-79-L16-L70-L72-L80-L86-L94-L95-H12-V3--","la Marina de Port"
"K014","2.140625","41.363768","BUS -13--","la Marina de Port"
"K014","2.212402","41.404969","BUS -H16--","Diagonal Mar i el Front Marítim del Poblenou"
"K014","2.215352","41.40706","BUS -H16--","Diagonal Mar i el Front Marítim del Poblenou"
"K015","2.169623","41.442995","NITBUS -N4-N6--","Canyelles"
"K014","2.1313","41.39787","BUS -68--","les Tres Torres"
"K014","2.19395","41.38846","BUS -H16--","la Vila Olímpica del Poblenou"
"K014","2.096521","41.427928","BUS -128--","Vallvidrera, el Tibidabo i les Planes"
"K014","2.157587","41.42578","BUS -86-87-V21--","el Carmel"
"K014","2.176278","41.440451","BUS -11-76-H2-D40-V29-D50--","Verdun"
"K014","2.179187","41.439065","BUS -11-H4-M19--","la Prosperitat"
"K014","2.20621","41.417662","BUS -H12--","Provençals del Poblenou"
"K014","2.206991","41.418689","BUS -H12--","la Verneda i la Pau"
"K014","2.134159","41.360641","BUS -79-125--","la Marina de Port"
"K014","2.168029","41.418302","BUS -114--","el Guinardó"
"K015","2.140336","41.391363","NITBUS -N12--","les Corts"
"K014","2.163591","41.422295","BUS -117--","la Font d'en Fargues"
"K014","2.183884","41.422027","BUS -191--","el Congrés i els Indians"
"K014","2.193664","41.454003","BUS -11-V31--","la Trinitat Vella"
"K014","2.150022","41.418534","BUS -129--","el Coll"
"K014","2.120594","41.399357","BUS -130--","Sarrià"
"K014","2.166425","41.412292","BUS -H6--","el Baix Guinardó"
"K014","2.149647","41.375722","BUS -H12-52--","la Nova Esquerra de l'Eixample"
"K014","2.178704","41.392432","BUS -19-B25-B20-V19-D50--","la Dreta de l'Eixample"
"K014","2.096414","41.416467","BUS -118--","Vallvidrera, el Tibidabo i les Planes"
"K014","2.158671","41.423131","BUS -V23--","la Font d'en Fargues"
"K014","2.154028","41.436566","BUS -185--","Horta"
"K014","2.088871","41.427226","BUS -118--","Vallvidrera, el Tibidabo i les Planes"
"K014","2.185449","41.464026","BUS -97-183-197--","Vallbona"
"K014","2.177014","41.418907","BUS -117--","el Guinardó"
"K014","2.136653","41.418358","BUS -124--","Vallcarca i els Penitents"
"K014","2.149552","41.421036","BUS -119--","la Teixonera"
"K014","2.096634","41.424174","BUS -128--","Vallvidrera, el Tibidabo i les Planes"
"K014","2.159549","41.419724","BUS -119--","el Carmel"
"K014","2.143756","41.420784","BUS -19-119-H2--","la Teixonera"
"K015","2.143756","41.420784","NITBUS -N4--","la Teixonera"
"K014","2.182168","41.448953","BUS -11-76-127-H2-V29-D50-180-197--","la Trinitat Nova"
"K015","2.181788","41.448426","NITBUS -N1--","la Trinitat Nova"
"K014","2.165409","41.439467","BUS -47-76-122-V27-H4-M19-182--","la Guineueta"
"K014","2.122641","41.387269","BUS -67-M14-E79-E43-E30-175--","Pedralbes"
"K014","2.144062","41.388504","BUS -54--","la Nova Esquerra de l'Eixample"
"K015","2.139477","41.38279","NITBUS -N0--","Sants"
"K014","2.144833","41.390434","BUS -59-141--","l'Antiga Esquerra de l'Eixample"
"K015","2.144833","41.390434","NITBUS -N12--","l'Antiga Esquerra de l'Eixample"
"K014","2.172988","41.426306","BUS -19-V25--","el Guinardó"
"K014","2.162969","41.368907","BUS -55-150--","el Poble-sec"
"K014","2.184854","41.40724","BUS -B24--","el Camp de l'Arpa del Clot"
"K015","2.184854","41.40724","NITBUS -N3--","el Camp de l'Arpa del Clot"
"K014","2.180636","41.38248","BUS -47-120-V17-V15--","el Barri Gòtic"
"K014","2.15594","41.357871","BUS -107--","el Poble-sec"
"K014","2.156517","41.422349","BUS -119-86--","el Carmel"
"K014","2.157535","41.420054","BUS -119-86--","el Carmel"
"K015","2.164532","41.374897","NITBUS -N0-N6--","el Poble-sec"
"K015","2.174645","41.430871","NITBUS -N1-N6--","Porta"
"K014","2.17308","41.433451","BUS -47-D40-V29-D50-182--","el Turó de la Peira"
"K014","2.09652","41.4179","BUS -118--","Vallvidrera, el Tibidabo i les Planes"
"K014","2.090305","41.428172","BUS -118--","Vallvidrera, el Tibidabo i les Planes"
"K014","2.174726","41.428129","BUS -47-D40-D50--","Vilapicina i la Torre Llobeta"
"K015","2.174726","41.428129","NITBUS -N1-N6--","Vilapicina i la Torre Llobeta"
"K014","2.153439","41.40704","BUS -116--","la Vila de Gràcia"
"K014","2.150884","41.408985","BUS -116--","la Salut"
"K014","2.180367","41.45885","BUS -180-183-197--","Torre Baró"
"K014","2.175047","41.453639","BUS -199-183--","Torre Baró"
"K014","2.180444","41.465772","BUS -197--","Vallbona"
"K014","2.177035","41.459728","BUS -183--","Ciutat Meridiana"
"K014","2.181992","41.454419","BUS -180--","Torre Baró"
"K014","2.150622","41.410566","BUS -116--","la Salut"
"K014","2.151575","41.409299","BUS -116--","la Salut"
"K014","2.174443","41.417656","BUS -117--","el Guinardó"
"K014","2.169809","41.423123","BUS -117--","la Font d'en Fargues"
"K014","2.170708","41.419814","BUS -117--","el Guinardó"
"K014","2.148995","41.421691","BUS -119--","la Teixonera"
"K014","2.140621","41.417478","BUS -119--","Vallcarca i els Penitents"
"K015","2.184662","41.427697","NITBUS -N3--","la Sagrera"
"K014","2.145511","41.36323","BUS -125--","la Marina de Port"
"K014","2.16092","41.436993","BUS -185--","Horta"
"K014","2.218334","41.410314","BUS -B23-H16--","Diagonal Mar i el Front Marítim del Poblenou"
"K014","2.154933","41.358719","BUS -107--","el Poble-sec"
"K014","2.207282","41.420041","BUS -V31-136--","la Verneda i la Pau"
"K014","2.167546","41.38995","BUS -22-24--","la Dreta de l'Eixample"
"K014","2.204844","41.439239","BUS -11-H4--","el Bon Pastor"
"K014","2.163369","41.406409","BUS -V19--","el Camp d'en Grassot i Gràcia Nova"
"K014","2.139441","41.418462","BUS -V17-H4-H2--","Vallcarca i els Penitents"
"K015","2.14976","41.43722","NITBUS -N4--","Horta"
"K014","2.201187","41.420041","BUS -V29--","la Verneda i la Pau"
"K014","2.107129","41.417685","BUS -118-128--","Vallvidrera, el Tibidabo i les Planes"
"K015","2.187281","41.379865","NITBUS -N12-N28--","la Barceloneta"
"K015","2.205997","41.433528","NITBUS -N8--","el Bon Pastor"
"K014","2.171826","41.423755","BUS -V23--","la Font d'en Fargues"
"K014","2.198938","41.398516","BUS -B25-B20-136--","el Poblenou"
"K014","2.165652","41.39722","BUS -47--","la Dreta de l'Eixample"
"K014","2.115572","41.331205","BUS -109--","la Marina del Prat Vermell"
"K014","2.11815","41.325022","BUS -109--","la Marina del Prat Vermell"
"K014","2.15214","41.424866","BUS -19-87-H2--","el Carmel"
"K014","2.147765","41.417862","BUS -22-129-V19--","el Coll"
"K014","2.14595","41.415337","BUS -22-87-V19--","Vallcarca i els Penitents"
"K014","2.203304","41.433268","BUS -60--","el Bon Pastor"
"K015","2.168935","41.459552","NITBUS -N3--","Ciutat Meridiana"
"K014","2.1647","41.384448","BUS -120--","el Raval"
"K014","2.104255","41.412978","BUS -111--","Vallvidrera, el Tibidabo i les Planes"
"K015","2.204863","41.407623","NITBUS -N7--","Diagonal Mar i el Front Marítim del Poblenou"
"K014","2.144506","41.359495","BUS -13--","la Marina de Port"
"K015","2.138252","41.416241","NITBUS -N4--","Vallcarca i els Penitents"
"K015","2.180763","41.419058","NITBUS -N1-N4--","Navas"
"K014","2.133267","41.429673","BUS -112--","Sant Genís dels Agudells"
"K014","2.205941","41.397043","BUS -H16-V27--","el Poblenou"
"K014","2.191113","41.437013","BUS -126-H4-V31--","Sant Andreu"
"K015","2.181643","41.459743","NITBUS -N3--","Torre Baró"
"K015","2.198618","41.406967","NITBUS -N11-N8--","Provençals del Poblenou"
"K014","2.194489","41.403851","BUS -H14--","el Parc i la Llacuna del Poblenou"
"K014","2.119711","41.419761","BUS -111--","Vallvidrera, el Tibidabo i les Planes"
"K014","2.18956","41.392684","BUS -V21--","el Parc i la Llacuna del Poblenou"
"K014","2.136178","41.37574","BUS -115-V5--","Sants"
"K014","2.13105","41.383696","BUS -V5--","les Corts"
"K014","2.145585","41.379283","BUS -V7-D40--","la Nova Esquerra de l'Eixample"
"K014","2.160037","41.36473","BUS -150--","el Poble-sec"
"K014","2.185711","41.465439","BUS -183--","Vallbona"
"K014","2.184343","41.463095","BUS -183-197--","Vallbona"
"K014","2.111899","41.376646","BUS -H8--","la Maternitat i Sant Ramon"
"K014","2.171552","41.397324","BUS -B24-X1--","la Dreta de l'Eixample"
"K014","2.179315","41.461149","BUS -183--","Ciutat Meridiana"
"K014","2.177235","41.457823","BUS -199--","Torre Baró"
"K014","2.174982","41.455431","BUS -199--","Torre Baró"
"K014","2.143225","41.424694","BUS -M19--","la Vall d'Hebron"
"K014","2.173581","41.454062","BUS -199--","Torre Baró"
"K014","2.135767","41.412144","BUS -196-V13--","Sant Gervasi - la Bonanova"
"K014","2.143232","41.42955","BUS -135--","Montbau"
"K014","2.203527","41.440684","BUS -11-60-V33--","el Bon Pastor"
"K015","2.203527","41.440684","NITBUS -N8--","el Bon Pastor"
"K014","2.194563","41.402722","BUS -V25--","el Parc i la Llacuna del Poblenou"
"K015","2.199028","41.399302","NITBUS -N8--","el Poblenou"
"K014","2.135766","41.365109","BUS -V3--","la Bordeta"
"K014","2.20579","41.422658","BUS -B24-H10--","la Verneda i la Pau"
"K014","2.199317","41.444423","BUS -11-M28--","Baró de Viver"
"K015","2.189717","41.378463","NITBUS -N12-N28--","la Barceloneta"
"K014","2.189618","41.403169","BUS -192-V23-X1--","el Parc i la Llacuna del Poblenou"
"K014","2.184082","41.386669","BUS -BCTO--","Sant Pere, Santa Caterina i la Ribera"
"K014","2.160887","41.368583","BUS -BCTO--","el Poble-sec"
"K014","2.151662","41.368169","BUS -BCTO--","el Poble-sec"
"K014","2.13848","41.379222","BUS -BCTO--","Sants"
"K014","2.120851","41.378688","BUS -BCTO--","la Maternitat i Sant Ramon"
"K014","2.169894","41.414525","BUS -V23--","el Baix Guinardó"
"K014","2.164","41.428306","BUS -H2--","Vilapicina i la Torre Llobeta"
"K014","2.172548","41.397073","BUS -6-19-V19-D50--","la Dreta de l'Eixample"
"K014","2.189231","41.452053","BUS -11-126-127-V31--","la Trinitat Vella"
"K014","2.13601","41.404494","BUS -V13--","Sant Gervasi - la Bonanova"
"K014","2.135577","41.401814","BUS -V13--","Sant Gervasi - la Bonanova"
"K015","2.14211","41.386193","NITBUS -N0--","les Corts"
"K014","2.212517","41.417889","BUS -V33--","el Besòs i el Maresme"
"K015","2.202797","41.394385","NITBUS -N28--","el Poblenou"
"K014","2.140697","41.321964","BUS -88-89--","la Marina del Prat Vermell"
"K014","2.167699","41.387206","BUS -L95-E95--","la Dreta de l'Eixample"
"K014","2.110929","41.377498","BUS -M14--","la Maternitat i Sant Ramon"
"K014","2.108877","41.378911","BUS -M14--","la Maternitat i Sant Ramon"
"K014","2.174952","41.369061","BUS -88-89--","la Marina del Prat Vermell"
"K014","2.157834","41.350817","BUS -88--","la Marina del Prat Vermell"
"K014","2.140981","41.33326","BUS -88-89--","la Marina del Prat Vermell"
"K014","2.172668","41.363941","BUS -88-89--","la Marina del Prat Vermell"
"K014","2.175184","41.369225","BUS -88-89--","la Marina del Prat Vermell"
"K014","2.213532","41.405414","BUS -V29--","Diagonal Mar i el Front Marítim del Poblenou"
"K014","2.20884","41.400608","BUS -V31--","Diagonal Mar i el Front Marítim del Poblenou"
"K014","2.153051","41.388468","BUS -109--","l'Antiga Esquerra de l'Eixample"
"K014","2.212719","41.415714","BUS -H14--","el Besòs i el Maresme"
"K014","2.145461","41.393511","BUS -27-D40--","Sant Gervasi - Galvany"
"K014","2.146462","41.411758","BUS -87--","Vallcarca i els Penitents"
"K014","2.147664","41.415018","BUS -87--","Vallcarca i els Penitents"
"K014","2.207417","41.433767","BUS -B21-B24--","el Bon Pastor"
"K014","2.197231","41.40213","BUS -H14--","el Poblenou"
"K014","2.145522","41.322371","BUS -88-89--","la Marina del Prat Vermell"
"K014","2.202116","41.427561","BUS -33-V31-136--","la Verneda i la Pau"
"K014","2.186771","41.416142","BUS -62--","Navas"
"K014","2.158753","41.400946","BUS -39--","la Vila de Gràcia"
"K014","2.161021","41.398719","BUS -39--","la Vila de Gràcia"
"K014","2.18335","41.397683","BUS -6-V21--","el Fort Pienc"
"K015","2.131055","41.375586","NITBUS -N14-N2-N28--","Sants"
"K014","2.114106","41.39587","BUS -101--","Pedralbes"
"K014","2.109995","41.415838","BUS -111--","Vallvidrera, el Tibidabo i les Planes"
"K014","2.165238","41.368671","BUS -55--","el Poble-sec"
"K014","2.134832","41.427496","BUS -112--","Sant Genís dels Agudells"
"K014","2.14573","41.376589","BUS -115--","Hostafrancs"
"K014","2.191371","41.427732","BUS -11-H6--","la Sagrera"
"K014","2.178226","41.462334","BUS -62-76-104-183--","Ciutat Meridiana"
"K014","2.148745","41.346956","BUS -21--","la Marina del Prat Vermell"
"K014","2.125432","41.377424","BUS -54--","la Maternitat i Sant Ramon"
"K015","2.125432","41.377424","NITBUS -N3--","la Maternitat i Sant Ramon"
"K015","2.182793","41.46166","NITBUS -N3--","Vallbona"
"K014","2.182528","41.43931","BUS -11-132-H4-M19--","Porta"
"K015","2.161025","41.384281","NITBUS -N1-N12-N13-N14-N15-N16-N17-N2-N18-N28--","l'Antiga Esquerra de l'Eixample"
"K015","2.162426","41.389411","NITBUS -N5-N7-N9--","l'Antiga Esquerra de l'Eixample"
"K014","2.139688","41.375288","BUS -D20-V5-52--","Sants"
"K014","2.125573","41.324932","BUS -109--","la Marina del Prat Vermell"
"K015","2.180501","41.418911","NITBUS -N1-N4--","el Guinardó"
"K015","2.214891","41.414367","NITBUS -N6--","el Besòs i el Maresme"
"K015","2.208548","41.424723","NITBUS -N8--","la Verneda i la Pau"
"K015","2.211792","41.420219","NITBUS -N11--","el Besòs i el Maresme"
"K014","2.142306","41.346767","BUS -21-23-109-V3--","la Marina del Prat Vermell"
"K014","2.164577","41.368891","BUS -100--","el Poble-sec"
"K014","2.178281","41.376086","BUS -100--","el Barri Gòtic"
"K014","2.114535","41.396089","BUS -68-H4--","Pedralbes"
"K014","2.195572","41.415001","BUS -33-H10--","Sant Martí de Provençals"
"K014","2.179016","41.467101","BUS -96-155--","Vallbona"
"K014","2.124064","41.399974","BUS -68-V7--","les Tres Torres"
"K014","2.154563","41.386051","BUS -109-H10--","l'Antiga Esquerra de l'Eixample"
"K014","2.158358","41.439749","BUS -27-60-76-185-H4-M19--","Horta"
"K014","2.1308","41.416474","BUS -196--","Sant Gervasi - la Bonanova"
"K014","2.158477","41.417247","BUS -24-86-V19--","el Carmel"
"K014","2.203647","41.439345","BUS -60-V33-133--","el Bon Pastor"
"K014","2.158948","41.382725","BUS -H12-52--","l'Antiga Esquerra de l'Eixample"
"K015","2.165529","41.391831","NITBUS -N4-N5-N6-N9--","la Dreta de l'Eixample"
"K015","2.172417","41.397417","NITBUS -N1-N4--","la Dreta de l'Eixample"
"K014","2.185455","41.449526","BUS -76-H2-D50--","la Trinitat Nova"
"K014","2.16583","41.387885","BUS -54-H12-52--","la Dreta de l'Eixample"
"K014","2.143496","41.405429","BUS -H6--","el Putxet i el Farró"
"K014","2.170223","41.44272","BUS -60--","la Guineueta"
"K015","2.184156","41.382112","NITBUS -N0-N12-N6--","Sant Pere, Santa Caterina i la Ribera"
"K014","2.152409","41.399234","BUS -22-24-V17--","Sant Gervasi - Galvany"
